Lat,Lon,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
22.5,52.5,-0.031007,0.19668,0.072286,0.029141,0.1264,0.11722,0.029356,0.037123,0.074929,-0.070272,0.043901,0.0064567,0.024449,-0.0087401,0.124,-0.015518,-0.08015,-0.046191,0.053028,-0.069489,-0.068198,-0.019987,-0.021084,-0.0097375,0.047578,-0.033941,0.058395,0.058018,0.032403,0.062332,0.11961,0.11477,0.0079755,-0.048197,0.024392,0.054332,0.051783,0.039764,0.045377,-0.053025,0.012464,0.05187,0.07252,-0.043093,0.017972,-0.026417,-0.048845,0.011774,-0.0055071,0.0011938,0.012992,0.10032,0.036425,0.041006,-0.033611,0.012742,-0.043102,0.12323,-0.025536,0.035128,-0.068712,-0.03702,-0.055521,-0.02081,0.00074094,0.077081,0.054858,0.014429,0.022026,0.10619,0.0041005,0.017268,-0.019397,-0.10475,-0.11467,0.0064395,-0.050039,0.051445,0.038053,0.016222,0.043526,0.026917,0.15246,-0.10315,-0.065741,-0.084325,0.038811,0.03625,0.0016934,0.011622,-0.037237,0.036688,0.029686,0.013831,0.065571,0.13263,0.020719,0.07609,-0.074437,-0.17808,-0.1348,-0.050123,0.010546,-0.090918,-0.0056718,-0.0058389,-0.035913,-0.045321,0.037578,-0.061901,-0.084546,0.032006
27.5,52.5,0.13472,0.38864,0.30593,0.21295,0.17951,0.083245,0.11659,0.035388,0.1705,-0.1663,-0.014048,-0.0030142,-0.041464,-0.045191,0.45447,-0.085969,-0.23415,-0.12942,-0.013169,-0.17154,-0.19823,-0.13484,-0.1659,-0.16495,0.048732,-0.16283,-0.006935,-0.04828,-0.00010439,0.024241,0.18194,0.18317,0.018847,-0.18597,-0.059698,0.040123,-0.043165,0.020668,-0.15601,-0.050115,-0.015249,0.14388,0.2223,-0.047327,-0.044186,0.025705,-0.1369,0.045049,-0.21625,-0.2011,-0.11917,0.2156,0.084029,0.016597,-0.15842,-0.051776,-0.12712,0.25999,-0.05658,0.034777,-0.15564,-0.10496,0.017939,0.011197,-0.055258,0.13629,0.055237,0.10853,0.036518,0.22522,0.075567,-0.057929,-0.19828,-0.42503,-0.28482,-0.052592,-0.14035,0.1649,0.062493,0.067903,0.024226,0.027568,0.079447,-0.16428,-0.22402,-0.15411,0.25317,-0.071374,-0.11763,0.044839,-0.14499,0.0073813,0.38243,0.0027297,0.37919,0.47991,0.022182,0.31756,-0.10564,-0.46791,-0.31272,-0.0083583,0.05988,-0.045029,0.010992,-0.049636,-0.044076,-0.40591,-0.043131,-0.057306,-0.08111,0.057187
32.5,52.5,0.1294,0.048558,0.16833,0.11597,0.14995,0.011058,-0.073766,0.00081412,-0.0064509,-0.12381,-0.1692,0.028131,-0.044217,-0.0087243,0.21945,-0.14836,-0.20655,-0.15846,0.091598,-0.0086789,-0.12163,-0.075167,-0.17928,-0.10695,-0.096082,-0.025934,-0.11715,-0.12185,-0.11513,-0.0097305,0.13372,-0.034296,-0.018953,-0.086299,-0.10623,-0.019234,-0.064004,-0.0643,-0.26663,0.11648,-0.015235,0.044222,0.032638,-0.030935,-0.088933,0.0065372,-0.011868,-0.049468,-0.18635,-0.25448,-0.20589,0.076485,0.021144,-0.048439,-0.22648,-0.21229,-0.16234,0.185,0.011709,-0.076054,-0.091664,-0.12259,-0.011826,0.05704,-0.10785,0.14972,-0.063666,0.028121,0.036638,0.12353,-0.022831,-0.13715,-0.068614,-0.36738,-0.19765,-0.12752,0.053525,0.10596,0.012163,0.068701,0.057327,-0.013203,-0.040593,-0.065397,-0.15267,-0.067482,0.29674,-0.012609,-0.16475,0.033676,-0.086542,0.16777,0.20695,-0.070138,0.26809,0.1231,-0.098315,0.11187,-0.088678,-0.3132,-0.19104,0.073685,0.039116,0.038348,0.051031,0.044978,0.1302,-0.39597,0.0008413,0.044589,-0.13868,-0.048429
37.5,52.5,0.087523,0.19211,0.15184,-0.017671,0.072136,0.18016,-0.049457,-0.037981,0.014145,0.010143,0.055512,0.14034,0.0083444,0.13281,0.19258,-0.015384,-0.084602,0.037442,0.062322,0.066012,-0.06447,-0.056785,-0.10594,0.049985,-0.034204,0.15212,-0.082457,-0.036149,-0.012466,0.027043,0.17262,-0.0031733,0.050044,0.030959,-0.031453,0.044732,-0.055855,-0.0020193,-0.15355,0.027736,0.14013,0.12737,-0.018889,-0.0030034,-0.072994,0.083784,0.021358,-0.004276,-0.020257,-0.14615,-0.14398,0.08197,0.0097682,0.047519,-0.081951,-0.05992,-0.11323,0.17421,0.068531,-0.018464,-0.066651,-0.088291,0.054449,0.14191,-0.13327,0.15398,-0.026994,0.034405,-0.024148,0.048786,-0.029237,-0.083321,-0.026527,-0.28893,-0.15299,-0.10052,0.1042,0.01334,-0.11408,0.083341,0.048346,-0.1233,0.043937,-0.0037443,-0.09111,-0.1011,0.0805,0.17175,-0.18945,0.053499,-0.0030856,0.22429,0.083039,0.093998,0.17274,-0.0062137,-0.20222,0.018022,-0.16693,-0.077613,-0.16575,0.09806,0.10756,-0.020897,0.03612,-0.086801,0.045499,-0.16855,-0.091575,0.022496,-0.20328,-0.089371
42.5,52.5,-0.0011914,0.055096,0.041427,-0.10175,-0.10684,0.078303,0.012737,-0.027096,-0.03228,-0.0072085,0.11078,0.066364,-0.071795,0.060253,-0.028784,-0.0070966,-0.010892,0.11824,0.10146,0.14567,-0.0038519,0.005482,0.0039795,-0.04724,0.02925,0.02493,-0.070602,-0.044905,0.029517,-0.046204,-0.032718,-0.054232,0.045683,0.029088,-0.019992,0.031739,-0.055634,0.0049353,-0.086331,-0.01594,0.10037,0.094332,-0.031532,0.074755,0.012922,0.10456,-0.023927,0.052894,0.045044,-0.040091,0.092607,-0.014881,0.034658,0.010252,0.021241,0.060492,0.038152,0.049941,0.027685,0.00079144,-0.036234,0.025609,0.066893,0.046648,0.02356,0.0053725,-0.034708,0.04971,-0.0040939,-0.075225,0.022663,0.058443,-0.026289,-0.068713,0.022099,0.10596,0.059941,-0.057785,-0.0067934,0.078728,-0.048824,-0.0027576,0.043446,-0.039531,-0.19634,-0.053915,-0.035682,-0.070297,-0.061297,-0.010021,0.056014,-0.029232,0.0572,0.0095962,0.083211,-0.063137,-0.092073,-0.032753,-0.12881,0.17743,-0.051107,0.15247,0.12898,0.12501,0.1877,-0.061908,0.0089518,0.025455,-0.081279,0.053051,0.012735,-0.025741
47.5,52.5,-0.025902,0.0014475,0.099125,-0.033467,-0.097068,-0.037816,0.061616,-0.034538,-0.070035,-0.13944,0.11739,-0.015022,-0.069268,0.067413,0.041768,-0.0047553,-0.0057741,0.10205,0.06141,0.093717,-0.024828,-0.094877,0.04816,-0.11427,0.01389,-0.017757,-0.065399,-0.042776,-0.019093,-0.039378,-0.097257,0.059699,-0.050995,-0.16739,-0.067915,0.010019,-0.038552,-0.012204,0.0089765,-0.07084,0.14151,0.10926,0.06607,0.058665,0.030252,0.050137,-0.10875,0.084409,0.044348,0.034049,0.21715,-0.043029,0.082777,0.025525,0.14262,0.1521,0.15262,-0.010037,-0.0032475,0.026197,-0.0084127,0.069097,0.040245,-0.057334,0.018223,-0.058555,-0.01782,0.077986,0.0016862,-0.075406,-0.0085602,0.064988,-0.05443,0.022266,0.081522,0.1279,0.0096793,-0.0068815,0.078118,-0.0044314,0.026211,-0.038289,0.042052,-0.07545,-0.14334,-0.088643,-0.081934,-0.092639,0.0010121,0.1005,0.076184,-0.16141,0.13966,-0.015635,-0.16744,-0.13643,0.078887,0.085294,0.0022384,0.2613,0.072406,0.035801,0.0066507,0.14554,0.14967,-0.11498,0.016738,0.12669,-0.30994,0.061589,0.17151,0.031794
52.5,52.5,-0.076634,-0.13315,0.0034368,-0.047805,-0.19192,0.12202,0.13021,-0.23296,-0.029235,-0.20487,0.11302,0.080413,-0.022827,-0.12145,-0.047556,0.032635,0.074976,-0.0048112,0.0034009,-0.066327,-0.17868,-0.035546,0.04549,-0.081575,0.057458,-0.050606,-0.049673,0.0033174,-0.15969,0.00071285,-0.10627,-0.10241,-0.018718,-0.28067,-0.059117,0.078705,0.029429,-0.041906,0.055146,-0.17628,0.12247,0.061144,-0.026942,0.048403,-0.041056,0.068233,0.033878,0.12975,0.11715,0.12086,0.34808,-0.066691,0.057809,-0.0047502,0.27562,0.11926,0.1438,-0.10361,0.035305,0.028409,0.049314,0.070687,0.037334,-0.11125,-0.055145,-0.041154,0.041911,0.12336,0.085525,-0.073914,0.17006,-0.05799,-0.058524,0.079284,0.15731,0.15578,-0.030463,-0.020835,0.12858,-0.097469,-0.032,0.0037669,0.1465,-0.078016,-0.0079314,-0.034539,-0.14983,0.012855,0.051392,0.38034,0.078975,-0.22881,0.052764,0.087203,-0.16459,-0.14992,0.027488,-0.022228,0.087387,0.30362,0.19015,0.054372,-0.11917,-0.041493,0.12412,-0.15583,0.15095,0.0013943,-0.5469,-0.035581,0.081156,-0.026745
57.5,52.5,-0.03565,-0.29192,-0.1056,-0.087006,-0.054191,0.021926,-0.079131,-0.3032,-0.11086,-0.063861,-0.094737,0.064362,-0.046624,-0.037874,-0.12305,0.0055234,0.021092,-0.033965,-0.089944,0.022447,-0.13324,-0.019034,-0.013488,0.016181,-0.050637,0.1078,-0.049817,-0.033893,-0.20471,0.020072,-0.14352,-0.24058,-0.050849,-0.087868,0.027598,-0.012382,-0.10122,-0.14662,-0.10444,-0.037087,-0.016944,-0.09865,-0.028899,0.035186,-0.067155,-0.093543,0.15799,0.050876,0.018306,-0.00084227,0.10557,-0.10834,-0.14987,-0.09671,0.048045,-0.035751,0.038883,-0.17742,-0.038214,-0.094304,0.044387,0.11422,0.053366,-0.029672,-0.039006,-0.088085,-0.023599,0.15467,0.082228,-0.033442,0.17363,-0.088787,-0.059218,0.076321,0.099223,0.019021,-0.07816,0.022024,0.016204,-0.14741,0.0047258,0.032311,-0.026229,0.002811,0.20782,0.21312,0.010442,-0.071577,-0.012292,0.31672,-0.0095122,-0.11471,-0.095376,-0.071425,0.068067,-0.050665,0.096272,-0.17067,0.1121,0.12488,-0.0073437,0.14646,-0.14359,-0.19502,0.10786,-0.19994,0.18773,-0.087741,-0.19679,-0.13157,-0.010229,-0.14837
62.5,52.5,-0.1412,-0.2875,-0.012359,-0.17807,0.086403,-0.042319,-0.32091,-0.1481,-0.26384,-0.075302,-0.16817,0.0076109,-0.086998,0.10063,-0.18627,-0.11382,-0.10456,-0.027088,0.014968,0.2215,-0.082812,-0.057858,-0.10329,-0.066939,-0.16126,0.048294,-0.078367,-0.050802,-0.22748,-0.10804,-0.27636,-0.19591,-0.10699,0.064823,0.013293,-0.056601,-0.19372,-0.16162,-0.18414,-0.021735,-0.01511,-0.10243,-0.046543,-0.0027265,-0.098931,-0.10867,0.099238,-0.071355,0.042717,-0.088683,0.032457,-0.12339,-0.13737,-0.15269,-0.16901,-0.054441,0.033692,-0.088742,-0.034871,-0.24356,-0.036186,0.033963,-0.12718,-0.04219,0.026947,-0.080834,-0.13462,-0.024198,0.019162,-0.044431,0.022341,0.051379,0.015398,0.0018609,0.013927,0.014761,0.036892,-0.025426,-0.092474,-0.14069,0.027004,-0.029269,0.12957,0.17297,-0.0080176,0.12996,0.08866,-0.19466,-0.15565,0.082738,0.0036708,-0.030749,-0.12339,-0.056906,-0.057483,-0.099923,0.1082,-0.063395,0.0057091,0.055799,-0.052106,0.22033,-0.047371,-0.084445,0.24461,-0.15827,0.145,0.094328,0.16205,0.053673,-0.043042,-0.18557
67.5,52.5,-0.031426,0.21101,0.055722,-0.035629,0.020882,0.11266,-0.15411,0.085383,-0.0060873,-0.098119,0.12733,-0.19331,-0.17141,0.08566,-0.18586,0.010018,-0.080448,0.29585,0.069544,0.16468,-0.024591,-0.046251,-0.059412,-0.10755,0.15166,-0.040365,0.10016,0.029482,0.017669,-0.030188,-0.16558,-0.020445,0.11335,0.24529,0.07439,0.14513,-0.077657,0.070372,-0.10179,0.020188,0.054123,-0.077049,-0.040763,-0.001544,-0.029998,0.12368,0.032703,-0.10726,0.046141,-0.092723,0.11216,-0.048665,-0.081679,-0.0044537,0.024078,0.14646,-0.00016763,0.021907,-0.084451,0.066518,-0.13536,0.072907,0.053412,0.11284,0.053139,-0.035648,0.029389,0.090807,-0.13964,0.058364,0.088048,0.18796,-0.046703,-0.07625,-0.18645,0.29518,0.098697,-0.092257,-0.046401,0.067898,0.062796,0.091634,0.18887,0.11916,-0.32028,-0.17692,-0.15809,-0.2798,-0.083895,-0.22169,0.023753,0.031401,-0.2536,-0.071555,0.1333,0.1663,-0.047579,-0.16665,-0.20532,0.24234,-0.095794,0.095957,0.19493,0.19637,0.131,0.17438,0.20474,0.16927,0.16837,0.071938,0.050825,-0.04451
72.5,52.5,-0.053537,0.3236,-0.060579,-0.091186,0.16869,-0.15031,-0.34981,0.10714,-0.066575,-0.1913,-0.076929,-0.40277,-0.096791,-0.021663,-0.16006,-0.10758,-0.17742,0.12472,0.20781,0.14982,0.078947,-0.14495,-0.084846,0.0078099,0.14328,-0.11076,0.1143,-0.10019,0.070413,0.044171,0.052846,0.17254,-0.075933,0.28103,0.035898,-0.043644,-0.011282,-0.023811,-0.026533,-0.05586,-0.098729,-0.099531,-0.010012,0.032168,0.041799,-0.34237,-0.18131,-0.089206,0.017794,-0.053295,-0.087214,0.08344,-0.20691,0.061334,-0.22383,-0.01845,-0.2643,-0.018357,-0.2165,0.018937,-0.23708,0.050807,-0.070586,-0.017946,-0.037948,-0.17584,0.06764,-0.015507,-0.11268,0.31096,-0.20151,0.069403,0.12543,-0.15095,-0.32796,-0.020039,-0.1142,-0.029253,0.012473,0.066749,0.23103,0.060064,-0.021069,-0.1285,-0.036763,-0.11221,-0.097058,0.11761,0.10055,-0.28967,-0.037019,0.077233,-0.11058,-0.3139,0.14865,-0.013117,-0.066434,-0.10211,-0.30909,-0.0044415,-0.52619,-0.3221,-0.022278,-0.16705,0.42466,0.35901,0.080528,0.41373,0.53656,-0.26428,-0.0166,0.017037
-72.5,57.5,-0.0062757,-0.040959,-0.01522,0.0045563,0.058042,0.006778,0.011091,-0.026809,-0.0061382,0.058792,-0.014063,-0.018423,0.003551,-0.037595,0.0046737,-0.033732,0.0066764,0.020109,0.0035674,-0.015332,-0.028788,0.022935,-0.071221,-0.052363,-0.030132,-0.045706,-0.0028825,-0.01559,-0.047327,-0.029295,-0.0064962,-0.029683,-0.0078011,0.064833,-0.030194,-0.027195,-0.013847,0.0045306,-0.036415,-0.013702,-0.044573,-0.019155,0.032986,-0.013672,-0.04215,-0.02781,-0.015073,-0.004486,-0.0030738,-0.019005,-0.021437,-0.022436,-0.040604,-0.028474,-0.025228,-0.003094,-0.036489,0.027446,-0.0084255,-0.044396,-0.01623,-0.058605,0.0082789,-0.042802,-0.02577,-0.005672,-0.026239,-0.0043376,0.030334,0.024034,0.02824,-0.0060543,-0.046243,-0.0083038,-0.030961,0.0087003,-0.00089124,0.0036602,-0.020265,-0.0080385,0.046247,0.041984,-0.020743,0.035186,0.0028356,0.0057338,0.017584,-0.014178,-0.012027,0.042015,-0.023933,0.04723,0.017068,-0.024742,0.017301,0.023038,0.032458,-0.031888,0.087098,-0.037167,-0.087811,0.021044,-0.11178,-0.038209,0.012166,0.025211,-0.00529,-0.084197,0.066822,0.021621,0.023853,-0.025982
-67.5,57.5,-0.0069261,-0.0121,-0.0080075,-0.052002,-0.0081882,-0.05473,0.011108,-0.022125,-0.016263,0.044765,0.016291,-0.040423,-0.041616,-0.062114,-0.052417,-0.053449,0.03464,0.059849,0.064536,0.012391,0.023264,0.062068,-0.07546,-0.12556,-0.041026,-0.12436,-0.03082,-0.094397,-0.040094,-0.12399,-0.10594,-0.071377,-0.053285,0.083259,-0.059484,-0.086444,-0.026951,0.033605,-0.056134,-0.043372,-0.068993,0.0041215,0.023952,-0.011337,-0.025364,-0.020367,-0.084799,0.007731,0.0053204,-0.014065,-0.0022091,-0.081656,-0.07017,-0.041358,-0.041089,0.0068046,-0.067123,-0.012413,-0.038281,-0.054271,-0.019866,-0.10239,0.013298,-0.042687,-0.0033297,-0.067562,-0.024886,-0.037919,0.032741,0.018902,0.018338,0.033958,-0.0090758,0.034673,-0.042821,0.057547,-0.036068,-0.01916,-0.028434,0.029798,-0.018302,0.065596,-0.013282,0.069064,-0.022551,-0.0083129,-0.059053,-0.029019,-0.012595,-0.01899,0.027377,-0.026623,0.017189,-0.064744,-0.00218,-0.012158,0.056743,-0.061316,0.042428,0.035798,-0.14899,0.0066124,-0.090098,0.11269,0.18441,0.073571,-0.054599,-0.022746,0.11408,0.084441,0.12877,-0.015311
-62.5,57.5,-0.0088195,0.12049,-0.02615,-0.11497,-0.11249,-0.02156,0.30532,-0.086263,0.031558,0.26837,0.24144,0.14947,0.0027617,0.12346,0.049299,0.10092,0.17731,0.19424,-0.061877,0.037956,0.095113,0.13467,0.019679,0.070491,-0.0086912,0.03896,-0.032142,0.03199,0.12373,-0.080565,0.004942,-0.023141,0.091473,0.089247,0.018189,-0.089032,-0.048596,0.065795,0.074435,-0.14541,0.044342,0.11701,0.10102,0.092595,0.051594,0.13226,-0.0673,0.17548,0.15194,0.076409,0.040505,-0.08726,-0.034077,-0.034443,0.11237,0.15059,0.064013,-0.031891,0.023215,0.025396,0.0045444,-0.13442,0.061504,-0.047337,0.095375,-0.07261,-0.036663,0.055229,-0.056007,-0.17663,0.033771,0.080697,-0.055134,0.14864,0.16827,0.049983,-0.097427,-0.096668,-0.096248,0.022186,-0.12465,-0.010443,-0.030143,0.015414,0.025192,0.030387,-0.10737,-0.03809,0.058167,-0.031219,0.029542,0.050982,0.17905,0.10524,0.089547,-0.053428,0.071658,-0.1518,0.094035,0.18381,-0.067709,0.12763,-0.013673,0.059899,0.071806,-0.26346,-0.31539,-0.00025461,-0.042257,-0.016918,0.077972,-0.041344
-57.5,57.5,0.069512,-0.13314,0.017196,0.068292,-0.072217,-0.041967,0.092014,-0.092225,-0.017846,0.0070508,0.0099459,-0.086847,-0.14141,-0.058343,0.050991,-0.021829,-0.038888,0.16496,-0.01051,0.0017338,-0.096113,-0.055564,-0.13857,-0.19766,0.027764,-0.11867,-0.074974,-0.046925,-0.1285,-0.021529,-0.078508,-0.11929,0.045087,0.088672,-0.12505,-0.011418,-0.12287,-0.034153,-0.10047,0.064575,0.05678,-0.0258,-0.03826,0.081751,-0.13359,0.055756,0.024238,0.059509,-0.0012882,-0.12345,0.082828,-0.10179,-0.088263,-0.04247,0.084178,0.072279,0.033769,-0.043177,0.0061632,0.021583,0.010373,0.030004,0.18547,-0.0077416,-0.024028,-0.072057,-0.10489,0.093549,0.026432,-0.10444,0.065958,0.0087828,-0.083387,0.0084519,0.018644,0.16817,0.075205,-0.036768,-0.011648,-0.01062,0.057597,0.14154,-0.09396,0.062292,-0.14423,-0.036526,-0.025796,-0.16622,-0.090941,0.10906,0.034642,0.032933,0.089212,-0.066749,0.086174,0.050285,0.075736,-0.032018,0.18104,0.13497,-0.033015,0.11001,-0.055049,-0.087355,-0.027148,0.054629,0.10546,-0.20183,-0.18711,0.05184,0.052652,-0.08084
-52.5,57.5,-0.020332,-0.18439,0.025291,-0.017406,-0.0044922,0.032131,0.00078804,-0.10314,-0.052576,-0.088805,-0.029886,-0.0034369,-0.103,-0.12295,0.10384,-0.10456,-0.085338,0.0040084,0.17571,-0.023944,-0.10764,-0.012917,-0.13616,-0.41591,-0.093011,-0.15091,-0.20726,-0.11125,-0.193,-0.080319,-0.084683,-0.1275,-0.088168,-0.0054006,-0.19785,-0.034712,-0.082946,0.0095142,-0.16751,0.096902,0.047502,0.079856,0.0045521,0.049685,-0.19421,0.038453,-0.040651,0.12597,-0.070457,-0.11189,0.10372,-0.036627,0.055368,0.037036,-0.034897,0.069093,-0.036458,0.078534,0.0635,-0.060333,0.055921,-0.024143,0.13801,-0.0056721,-0.10413,0.07145,-0.13462,-0.045178,0.2243,-0.034276,0.096105,0.032161,-0.094027,-0.033081,-0.056365,0.19204,0.097838,0.067638,-0.0013575,0.033874,0.062264,0.13886,-0.024572,0.012957,-0.18232,-0.0057807,0.044516,0.042769,-0.13793,0.34144,0.078369,-0.057755,0.063271,-0.13689,-0.15062,0.037193,0.10989,0.046771,0.15564,-0.036498,-0.15042,0.22437,-0.0096731,-0.019973,0.11712,-0.0094425,0.044195,-0.28249,-0.27716,0.16167,0.061129,-0.0139
-47.5,57.5,-0.04333,-0.057112,0.046811,-0.034914,-0.016987,0.091848,0.038757,-0.042083,-0.017509,-0.017728,0.10255,0.05835,-0.026099,-0.0736,0.040617,-0.05199,0.057843,0.032807,0.20117,-0.044639,-0.027835,0.058342,-0.079852,-0.24071,-0.041491,-0.1108,-0.13041,-0.11838,-0.10005,-0.134,-0.014384,-0.10162,-0.095492,-0.028991,-0.10729,-0.036454,0.041689,0.083909,-0.063784,0.009753,0.074169,0.11182,0.012342,0.0046891,-0.069031,0.080975,-0.099972,0.062654,-0.036606,0.028733,0.099325,-0.050447,0.086482,0.045028,0.047193,0.023613,-0.057032,0.10689,0.028406,-0.055307,0.052965,-0.10804,0.063917,0.032188,-0.12441,0.13049,0.016889,-0.075199,0.13093,0.013363,0.080053,-0.036034,-0.02712,-0.022224,-0.049241,0.1079,0.097711,0.047641,-0.023894,0.03635,-0.0028918,0.0049917,0.097809,-0.027574,-0.14244,-0.11426,-0.045512,0.21714,-0.044646,0.18659,0.081542,-0.031045,-0.061959,-0.039833,-0.15782,-0.067518,0.018538,-0.011175,0.052934,0.053163,-0.099081,0.080068,-0.0068636,0.2421,0.19379,0.018658,0.0057985,-0.1219,-0.14034,0.18268,0.12997,0.012499
-42.5,57.5,0.08827,0.16301,0.047076,0.26715,0.31813,0.13462,0.11,-0.023951,0.2303,0.25146,0.1722,-0.14112,0.0081767,-0.053641,0.075538,0.015667,0.27818,0.25256,-0.11556,-0.15167,0.044736,0.07266,-0.041359,0.080696,0.25775,-0.040998,0.18495,-0.066714,-0.031509,-0.082965,0.053133,0.0092796,0.057874,0.12876,0.23864,0.121,0.12155,0.13761,-0.078576,-0.036037,-0.19533,-0.13538,0.29301,0.093847,-0.036861,-0.0074248,-0.16113,-0.11439,-0.27162,0.21802,0.051066,0.099555,0.14055,-0.1047,0.0036254,0.055854,-0.055653,0.029236,-0.214,-0.13805,-0.15051,-0.0084119,0.051583,-0.0052929,-0.1694,0.073947,0.29029,0.1733,0.0039598,0.28634,0.49247,-0.11472,-0.4441,-0.24331,-0.053152,-0.023965,-0.10051,0.14541,0.088055,-0.16337,0.074044,-0.16598,0.0094573,-0.17235,0.07894,0.051287,0.11487,0.062288,0.22162,0.15918,-0.34564,0.028489,-0.15564,-0.31721,0.21203,0.41984,0.0086239,0.035775,-0.041584,0.17428,0.045581,-0.057123,-0.34474,0.36207,0.099384,-0.050585,0.0079158,-0.17608,0.38309,-0.13952,0.43775,0.090819
-37.5,57.5,-0.059078,-0.121,-0.14208,0.012099,-0.46217,-0.27517,-0.12449,0.11357,-0.14864,-0.35818,-0.18187,-0.29846,0.096499,-0.40539,-0.40932,-0.068169,0.0043732,-0.32468,-0.032784,-0.027264,-0.086417,-0.10959,0.058912,-0.11437,0.058936,-0.34065,0.0056305,-0.20119,0.12498,-0.11339,-0.0658,0.13179,-0.013457,-0.24899,-0.13629,-0.041851,0.16166,-0.04695,-0.092997,-0.24993,-0.19889,-0.026123,0.003051,-0.059622,0.20203,-0.030718,-0.094009,-0.021284,-0.063496,0.042628,0.039511,0.092361,0.087268,0.085811,0.13497,-0.089246,-0.076754,-0.003145,-0.019106,0.12043,-0.019741,0.099038,-0.020801,-0.14365,-0.091146,-0.09963,0.15527,0.013665,-0.12637,0.23904,-0.085092,-0.16927,-0.013211,-0.072021,-0.092066,-0.021217,-0.12716,-0.067309,0.21929,0.17719,-0.03025,0.028663,-0.34268,-0.14778,-0.20407,-0.21927,-0.088201,0.025913,0.39519,-0.21602,-0.00088329,-0.48356,0.2483,0.11062,0.02164,-0.13856,-0.36918,-0.034481,0.02903,0.012738,-0.086439,-0.25165,0.024343,0.31905,0.27361,0.44215,0.32054,0.32077,-0.08845,-0.050675,0.2008,0.25257
-32.5,57.5,-0.17558,-0.22762,-0.046638,-0.15723,-0.4772,-0.30593,-0.37037,0.17558,-0.24713,-0.47232,-0.29242,-0.29837,0.16715,-0.43833,-0.63069,-0.17602,0.0070005,-0.50551,-0.1348,0.10489,-0.037563,0.031652,0.093765,-0.24068,-0.17452,-0.47723,-0.0044686,-0.23689,0.12275,-0.29029,-0.52686,0.13961,-0.049034,-0.23504,-0.121,-0.095599,0.13873,0.052325,-0.22821,-0.42628,-0.45764,-0.081253,-0.029282,-0.19164,0.08441,0.01953,-0.11039,-0.11986,0.029884,0.077234,-0.014566,0.11085,0.12849,-0.021141,-0.16526,0.011674,-0.080378,-0.15254,0.11696,-0.027783,-0.0988,0.060317,-0.25282,-0.22154,-0.035153,-0.29023,0.011457,-0.13561,-0.15207,0.2214,-0.024838,0.071751,-0.035144,-0.072165,-0.13179,0.03183,-0.23349,-0.1658,0.22806,0.17885,-0.30763,-0.05906,-0.2413,0.20401,-0.11542,-0.042909,-0.10229,-0.23022,0.46633,-0.10276,0.070474,-0.6224,0.30201,0.15345,-0.40996,-0.16534,-0.45664,0.12364,-0.19439,-0.096307,0.019185,-0.0038837,0.030188,0.4847,0.43259,0.31958,0.21427,0.53776,-0.035529,0.11789,0.20614,0.31187
-27.5,57.5,0.032619,-0.042939,0.009457,-0.2156,-0.20258,-0.32398,-0.30578,0.19418,0.0014047,-0.1577,-0.42583,0.097645,0.0015487,-0.055579,-0.33152,-0.11539,-0.10179,-0.52621,-0.21193,0.2086,0.26247,0.20074,0.28869,-0.015274,-0.26917,-0.053291,-0.0024304,-0.14669,0.20869,-0.27533,-0.62717,-0.04484,0.00086819,-0.19114,0.14134,-0.070843,-0.11021,-0.029044,-0.31387,-0.011481,-0.5345,-0.089684,-0.00074984,-0.15122,0.13662,0.082217,0.083323,-0.15935,-0.23545,-0.11044,-0.29009,0.082016,0.12097,-0.18766,-0.59234,-0.17998,-0.0075638,-0.22608,-0.0027592,-0.1318,-0.073263,0.072206,-0.33064,0.0091842,0.37827,-0.22123,-0.12666,-0.15767,-0.02096,0.031282,0.063834,0.30047,0.014648,-0.013921,0.028902,-0.078205,-0.39168,-0.0083499,0.10517,0.17397,-0.62671,-0.032086,-0.090722,0.29133,0.083607,0.49254,0.22079,-0.73605,0.026387,-0.43862,-0.098312,-0.57167,0.16593,-0.09333,0.12633,0.32942,-0.091248,0.2921,-0.49309,-0.33168,0.21739,0.28257,0.47878,0.53636,0.27382,-0.12024,-0.24034,0.16531,0.44849,0.18101,0.11469,0.22539
